,store,sido,gungu,store_address
1599,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1
1600,영어교육도시,제주,서귀포시,제주 서귀포시 대정읍 보성리 2476
1601,중문,제주,서귀포시,제주 서귀포시 중문동 1965-9
1602,표선,제주,서귀포시,제주 서귀포시 표선리 633-3
1603,건입,제주,제주시,제주 제주시 일도2동 160-9
1604,노형,제주,제주시,제주 제주시 노형동 1055-1
1605,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4
1606,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2
1607,세화,제주,제주시,제주 제주시 구좌읍 평대리 3349-8
1608,시청(제주),제주,제주시,제주 제주시 이도이동 1179-18
1609,아라,제주,제주시,제주 제주시 아라일동 6080
1610,아라이도,제주,제주시,제주 제주시 이도2동 1970-24
1611,애월해안도로,제주,제주시,제주 제주시 애월읍 고내리 1145-1
1612,외도하귀,제주,제주시,제주 제주시 하귀1리 162-4
1613,용담삼도,제주,제주시,제주 제주시 용담이동 628-24
1614,일도,제주,제주시,제주 제주시 일도이동 377-22
1615,제주1호,제주,제주시,제주 제주시  연동 272-30
1616,탑동(제주),제주,제주시,제주 제주시 삼도이동 1192-22
1617,한림협재,제주,제주시,제주 제주시 한림읍 한림리 1582-8
1618,함덕,제주,제주시,제주 제주시 조천읍 함덕리 1004-41
