field1,field2,field3,field4,field5,_GC_TYPE,_CLEANADDR,_X,_Y
1345,남부(순천),전남,순천시,전남 순천시 풍덕동 1265-5,정,전라남도 순천시 풍덕동 1265-5,127.49433624999023,34.94415505310306
1324,순천대점,전남,순천시,전남 순천시 석현동 80-5,정,전라남도 순천시 석현동 80-5,127.48577049122878,34.96902358313734
1306,고흥,전남,고흥군,전남 고흥군 고흥읍 남계리 439-3,정,전라남도 고흥군 고흥읍 남계리 439-3,127.28788631435611,34.61108259173331
1318,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19,정,전라남도 보성군 보성읍 보성리 831-19,127.08018372859942,34.77017975558148
1289,하가덕진,전북,전주시,전북 전주시 덕진구 덕진동2가 670-1,정,전북특별자치도 전주시 덕진구 덕진동2가 670-1,127.11022970952023,35.84448122810827
1328,광양읍2호,전남,광양시,전남 광양시 광양읍 용강리 857-5번지,정,전라남도 광양시 광양읍 용강리 857-5,127.60672499343298,34.97613778552528
1342,무안읍,전남,무안군,전남 무안군 무안읍 성남리 813-45,정,전라남도 무안군 무안읍 성남리 813-45,126.47342426211397,34.98677593227751
1307,광양읍1호,전남,광양시,전남 광양시 광양읍 칠성리 947-3,정,전라남도 광양시 광양읍 칠성리 947-3,127.58137357232198,34.97257677468149
1338,용해,전남,목포시,전남 목포시 연산동 1930-4,정,전라남도 목포시 연산동 1930-4,126.39313784579014,34.81787522840999
1344,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호,유,전라남도 순천시 조례동 1612,127.53013904943231,34.95317314235505
1331,나주,전남,나주시,전남 나주시 대호동 1040-7,정,전라남도 나주시 대호동 1040-7,126.7178631347444,35.040452128280826
1326,고흥,전남,고흥군,전남 고흥군 고흥읍 남계리 439-3,정,전라남도 고흥군 고흥읍 남계리 439-3,127.28788631435611,34.61108259173331
1360,영광,전남,영광군,전남 영광군 영광읍 남천리 339-4,정,전라남도 영광군 영광읍 남천리 339-4,126.5047607578061,35.274167251310665
1320,빛가람1호,전남,나주시,전남 나주시 빛가람동 190-3,정,전라남도 나주시 빛가람동 190-3,126.78708622029413,35.02202596389874
1321,삼학,전남,목포시,전남 목포시 산정동 1284,정,전라남도 목포시 산정동 1284,126.39906928546525,34.79383710894531
1347,신대,전남,순천시,전남 순천시 해룡면 신대리 1977-8,정,전라남도 순천시 해룡면 신대리 1977-8,127.54707919177598,34.93465393337347
1339,원산,전남,목포시,전남 목포시 산정동 1693-3,정,전라남도 목포시 산정동 1693-3,126.37565304856645,34.80406675603509
1333,담양,전남,담양군,전남 담양군 담양읍 백동리 247-7,정,전라남도 담양군 담양읍 백동리 247-7,126.98295822620874,35.31301859418611
1304,진안,전북,진안군,전북 진안군 진안읍 군상리 286-1,정,전북특별자치도 진안군 진안읍 군상리 286-1,127.43402203076272,35.79246304162432
1357,여서,전남,여수시,전남 여수시 여서동 240-8,정,전라남도 여수시 여서동 240-8,127.70566230167107,34.75179296364603
1343,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19,정,전라남도 보성군 보성읍 보성리 831-19,127.08018372859942,34.77017975558148
1310,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호,유,전라남도 순천시 조례동 1612,127.53013904943231,34.95317314235505
1322,삼호,전남,영암군,전남 영암군 삼호읍 용앙리 481,정,전라남도 영암군 삼호읍 용앙리 481,126.46064682061635,34.75048368390434
1353,둔덕,전남,여수시,전남 여수시 둔덕동 434-7,정,전라남도 여수시 둔덕동 434-7,127.69407079554574,34.76857461208503
1359,죽림무선,전남,여수시,전남 여수시 소라면 죽림리 1226-3,정,전라남도 여수시 소라면 죽림리 1226-3,127.63954716084476,34.762606950573016
1346,순천대점,전남,순천시,전남 순천시 석현동 80-5,정,전라남도 순천시 석현동 80-5,127.48577049122878,34.96902358313734
1341,남악,전남,무안군,"전남 무안군 삼향읍 남악리 1577 골든스위트 119, 120호",정,전라남도 무안군 삼향읍 남악리 1577,126.46639267002367,34.81035471809271
1375,김천부곡,경북,김천시,경북 김천시 부곡동 426-1,정,경상북도 김천시 부곡동 426-1,128.10498699432108,36.12461127163566
1335,삼학,전남,목포시,전남 목포시 산정동 1284,정,전라남도 목포시 산정동 1284,126.39906928546525,34.79383710894531
1336,상동석현,전남,목포시,전남 목포시 석현동 1173-2,정,전라남도 목포시 석현동 1173-2,126.42233139183922,34.81454543530552
1362,완도,전남,완도군,전남 완도군 완도읍 군내리 1237-14,정,전라남도 완도군 완도읍 군내리 1237-14,126.74650484807478,34.318889019357954
1319,비파,전남,목포시,전남 목포시 상동 851,정,전라남도 목포시 상동 851,126.42246534278848,34.80853393946131
1354,문수,전남,여수시,전남 여수시 문수동 124-1,정,전라남도 여수시 문수동 124-1,127.7025002283508,34.753175283772066
1348,연향,전남,순천시,전남 순천시 연향동 1351-1,정,전라남도 순천시 연향동 1351-1,127.51690670338446,34.95000737239626
1325,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4,정,전라남도 강진군 강진읍 남성리 5-4,126.76919461009959,34.638502982290724
1372,구룡포,경북,포항시,경북 포항시 남구 구룡포읍 구룡포리 742-1,정,경상북도 포항시 남구 구룡포읍 구룡포리 742-1,129.55022877004595,35.991949588688
1358,웅천,전남,여수시,전남 여수시 웅천동 1694-1 104호,정,전라남도 여수시 웅천동 1694-1,127.6700152530553,34.74656320565013
1337,옥암,전남,목포시,전남 목포시 옥암동 1248-2,정,전라남도 목포시 옥암동 1248-2,126.44640205436278,34.809980491029364
1356,안산,전남,여수시,전남 여수시 안산동 438-7,정,전라남도 여수시 안산동 438-7,127.65108247807495,34.76071508096431
1390,진량,경북,경산시,경북 경산시 진량읍 봉회리 81-3,정,경상북도 경산시 진량읍 봉회리 81-3,128.82247473274805,35.8845673228912
1350,조례,전남,순천시,전남 순천시 조례1동 1687-16,대,전라남도 순천시 조례동,127.52353014400327,34.96184238761004
1374,김천,경북,김천시,경북 김천시 신음동 1301-4,정,경상북도 김천시 신음동 1301-4,128.1213559335161,36.13296296709528
1368,경산,경북,경산시,경북 경산시 옥산동 758-10(1층),정,경상북도 경산시 옥산동 758-10,128.7280702358062,35.824825271548534
1361,삼호,전남,영암군,전남 영암군 삼호읍 용앙리 481,정,전라남도 영암군 삼호읍 용앙리 481,126.46064682061635,34.75048368390434
1377,남부(포항),경북,포항시,경북 포항시 남구 대도동 124-13,정,경상북도 포항시 남구 대도동 124-13,129.3652214827236,36.01464074630538
1334,비파,전남,목포시,전남 목포시 상동 851,정,전라남도 목포시 상동 851,126.42246534278848,34.80853393946131
1351,팔마,전남,순천시,전남 순천시 연향동 1681-3   1층,정,전라남도 순천시 연향동 1681-3,127.51569084241672,34.934457104554
1363,장흥,전남,장흥군,전남 장흥군 장흥읍 건산리 736-10,정,전라남도 장흥군 장흥읍 건산리 736-10,126.9079626626559,34.6784988561837
1369,경산오거리,경북,경산시,경북 경산시 중방동 880-1,정,경상북도 경산시 중방동 880-1,128.73772806600232,35.82362402406585
1340,하당,전남,목포시,전남 목포시 상동 1116-8번지,정,전라남도 목포시 상동 1116-8,126.42778453633832,34.797098261608156
1373,금곡(안동),경북,안동시,경북 안동시 당북동 311-8,정,경상북도 안동시 당북동 311-8,128.72047169607447,36.56432117772453
1352,국동,전남,여수시,전남 여수시 신월동 96-1,정,전라남도 여수시 신월동 96-1,127.70964266776426,34.72466320179775
1371,교촌Togo화진,경북,포항시,경북 포항시 북구 송라면 지경리 337-10,정,경상북도 포항시 북구 송라면 지경리 337-10,129.37205001424118,36.25317973081867
1389,영대,경북,경산시,경북 경산시 압량면 신대리 497,정,경상북도 경산시 압량읍 신대리 497,128.76501036024877,35.841378115634264
1383,봉곡,경북,구미시,경북 구미시 봉곡동 302-4,정,경상북도 구미시 봉곡동 302-4,128.31188032730185,36.14943905350331
1365,화순,전남,화순군,전남 화순군 화순읍 일심리 755,정,전라남도 화순군 화순읍 일심리 755,126.99260699142191,35.05681069688717
1376,김천혁신,경북,김천시,경북 김천시 율곡동 364,정,경상북도 김천시 율곡동 364,128.18213040775763,36.121423890859084
1405,송정(구미),경북,구미시,경북 구미시 송정동 38-5 우방타운 206동2호,정,경상북도 구미시 송정동 38-5 206동,128.3490053875431,36.12078847810697
1392,동천(경주),경북,경주시,경북 경주시 동천동 791,정,경상북도 경주시 동천동 791,129.2221893641762,35.856544055543516
1349,용당서면,전남,순천시,전남 순천시 용당동 348-8,정,전라남도 순천시 용당동 348-8,127.49491063532751,34.97412155918915
1387,경산오거리,경북,경산시,경북 경산시 중방동 880-1,정,경상북도 경산시 중방동 880-1,128.73772806600232,35.82362402406585
1366,가흥,경북,영주시,경북 영주시 가흥동 1881,정,경상북도 영주시 가흥동 1881,128.60610564966024,36.81244958864778
1378,다산,경북,고령군,경북 고령군 다산면 상곡리 162-21,정,경상북도 고령군 다산면 상곡리 162-21,128.4483414465787,35.82617148048776
1355,신기,전남,여수시,전남 여수시 신기동 117-7,정,전라남도 여수시 신기동 117-7,127.67145353318668,34.75824800226198
1384,봉화,경북,봉화군,경북 봉화군 봉화읍 내성리 222-1,정,경상북도 봉화군 봉화읍 내성리 222-1,128.7404421200016,36.88945744215119
1388,계양사동,경북,경산시,경북 경산시 사동 48,정,경상북도 경산시 사동 48,128.75782178235522,35.81351376988582
1367,경북도청,경북,예천군,경북 예천군 호명면 산합리 1408,대,경상북도 예천군 호명읍 산합리,128.4841301728667,36.577005227439976
1386,경산,경북,경산시,경북 경산시 옥산동 758-10(1층),정,경상북도 경산시 옥산동 758-10,128.7280702358062,35.824825271548534
1404,선산,경북,구미시,경북 구미시 선산읍 동부리 416,정,경상북도 구미시 선산읍 동부리 416,128.30191582603615,36.242824019322484
1398,황성,경북,경주시,경북 경주시 황성동 893-3,정,경상북도 경주시 황성동 893-3,129.20935865617545,35.86560339214823
1420,금곡(안동),경북,안동시,경북 안동시 당북동 311-8,정,경상북도 안동시 당북동 311-8,128.72047169607447,36.56432117772453
1380,도구청림,경북,포항시,경북 포항시 남구 동해면 도구리 694-3,정,경상북도 포항시 남구 동해면 도구리 694-3,129.44234343702723,35.98813430787653
1391,하양,경북,경산시,경북 경산시 하양읍 금락리 130-18,정,경상북도 경산시 하양읍 금락리 130-18,128.8124272718986,35.9083098192616
1407,옥계,경북,구미시,경북 구미시 옥계동 843-1,정,경상북도 구미시 옥계동 843-1,128.42000622685154,36.13683910441176
1399,다산,경북,고령군,경북 고령군 다산면 상곡리 162-21,정,경상북도 고령군 다산면 상곡리 162-21,128.4483414465787,35.82617148048776
1393,성건중앙,경북,경주시,경북 경주시 성건동 625-13,정,경상북도 경주시 성건동 625-13,129.2073866308067,35.855036266829536
1370,계양사동,경북,경산시,경북 경산시 사동 48,정,경상북도 경산시 사동 48,128.75782178235522,35.81351376988582
1381,도량,경북,구미시,경북 구미시 도량동 262-1,정,경상북도 구미시 도량동 262-1,128.32421506646293,36.13869512179767
1402,산동,경북,구미시,경북 구미시 산동면 신당리 1437,정,경상북도 구미시 산동읍 신당리 1437,128.43173042539607,36.15452278277675
1364,해남,전남,해남군,전남 해남군 해남읍 구교리 304-3,정,전라남도 해남군 해남읍 구교리 304-3,126.59312345664982,34.576463779580756
1403,상모,경북,구미시,경북 구미시 상모동 42-7,정,경상북도 구미시 상모동 42-7,128.35551385311746,36.09068348447059
1382,동천(경주),경북,경주시,경북 경주시 동천동 791,정,경상북도 경주시 동천동 791,129.2221893641762,35.856544055543516
1413,김천,경북,김천시,경북 김천시 신음동 1301-4,정,경상북도 김천시 신음동 1301-4,128.1213559335161,36.13296296709528
1401,봉곡,경북,구미시,경북 구미시 봉곡동 302-4,정,경상북도 구미시 봉곡동 302-4,128.31188032730185,36.14943905350331
1419,성주,경북,성주군,경북 성주군 성주읍 성산리 2102-4,정,경상북도 성주군 성주읍 성산리 2102-4,128.28910347144742,35.918488379825455
1435,석적,경북,칠곡군,경북 칠곡군 석적읍 중리 203-5,정,경상북도 칠곡군 석적읍 중리 203-5,128.41405464923176,36.0773822391903
1395,외동(경주),경북,경주시,경북 경주시 입실리 1344-46,정,경상북도 경주시 외동읍 입실리 1344-46,129.32520613490837,35.711228547209295
1385,산동,경북,구미시,경북 구미시 산동면 신당리 1437,정,경상북도 구미시 산동읍 신당리 1437,128.43173042539607,36.15452278277675
1422,옥동(안동),경북,안동시,경북 안동시 옥동 791-2,정,경상북도 안동시 옥동 791-2,128.70220657489415,36.56290235859699
1406,신평공단,경북,구미시,경북 구미시 신평동 129-2,정,경상북도 구미시 신평동 129-2,128.36320887495944,36.12304694280897
1414,김천부곡,경북,김천시,경북 김천시 부곡동 426-1,정,경상북도 김천시 부곡동 426-1,128.10498699432108,36.12461127163566
1408,원평,경북,구미시,경북 구미시 원평동 84-5,정,경상북도 구미시 원평동 84-5,128.32837697107482,36.128229947343435
1396,용강,경북,경주시,경북 경주시 용강동 1619,정,경상북도 경주시 용강동 1619,129.22823809794542,35.88369770341456
1428,풍기,경북,영주시,경북 영주시 풍기읍 성내리 2-4,정,경상북도 영주시 풍기읍 성내리 2-4,128.52779950255172,36.87069725752566
1379,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4,정,경상북도 포항시 남구 대도동 97-4,129.36335668010614,36.020876841729866
1418,상주,경북,상주시,경북 상주시 무양동 213-3,정,경상북도 상주시 무양동 213-3,128.1587173917024,36.42209303965061
1397,충효,경북,경주시,경북 경주시 충효동 3002-1,정,경상북도 경주시 충효동 3002-1,129.18765390590187,35.84224389163545
1417,봉화,경북,봉화군,경북 봉화군 봉화읍 내성리 222-1,정,경상북도 봉화군 봉화읍 내성리 222-1,128.7404421200016,36.88945744215119
1416,점촌,경북,문경시,경북 문경시 모전동 866,정,경상북도 문경시 모전동 866,128.1863530989024,36.585091869367474
1434,청도,경북,청도군,경북 청도군 청도읍 고수리 503,정,경상북도 청도군 청도읍 고수리 503,128.74051310387696,35.645659178885374
1400,도량,경북,구미시,경북 구미시 도량동 262-1,정,경상북도 구미시 도량동 262-1,128.32421506646293,36.13869512179767
1450,우현,경북,포항시,경북 포항시 북구 우현동 산15-6,유,경상북도 포항시 북구 우현동 산 15-3,129.36378972874775,36.05494345214726
1410,인동,경북,구미시,경북 구미시 인의동 341-2,정,경상북도 구미시 인의동 341-2,128.4257556052582,36.110353779383495
1437,왜관,경북,칠곡군,경북 칠곡군 왜관읍 왜관리 237-19,정,경상북도 칠곡군 왜관읍 왜관리 237-19,128.39856152973707,35.992008800072625
1421,송현오거리,경북,안동시,경북 안동시 송현동 260-5,정,경상북도 안동시 송현동 260-5,128.69909825482816,36.57216099973284
1429,영천1호,경북,영천시,경북 영천시 망정동 208-21,정,경상북도 영천시 망정동 208-21,128.95211110145374,35.976286301725935
1423,용상,경북,안동시,경북 안동시 용상동 1179-188,정,경상북도 안동시 용상동 1179-188,128.7552209968418,36.556469775660574
1411,진평,경북,구미시,경북 구미시 진평동 29-5,정,경상북도 구미시 진평동 29-5,128.42760278564828,36.0953051152884
1443,연일,경북,포항시,경북 포항시 남구 생지리 157-9,정,경상북도 포항시 남구 연일읍 생지리 157-9,129.34801615737985,35.997404097711225
1394,안강,경북,경주시,경북 경주시 안강읍 산대리 2400-2,정,경상북도 경주시 안강읍 산대리 2400-2,129.19655764920742,36.00153891802764
1412,형곡,경북,구미시,경북 구미시 형곡동 152-4,정,경상북도 구미시 형곡동 152-4,128.3321218569704,36.11224814865947
1433,의성,경북,의성군,경북 의성군 의성읍 후죽리 470-6,정,경상북도 의성군 의성읍 후죽리 470-6,128.69445558992174,36.35592207962126
1431,경북도청,경북,예천군,경북 예천군 호명면 산합리 1408,대,경상북도 예천군 호명읍 산합리,128.4841301728667,36.577005227439976
1432,울진,경북,울진군,경북 울진군 울진읍 읍내리 576-1,정,경상북도 울진군 울진읍 읍내리 576-1,129.40146653634994,36.99725428656246
1415,김천혁신,경북,김천시,경북 김천시 율곡동 364,정,경상북도 김천시 율곡동 364,128.18213040775763,36.121423890859084
1449,용흥,경북,포항시,경북 포항시 북구 용흥동 63-9,정,경상북도 포항시 북구 용흥동 63-9,129.35589050185493,36.03886404370291
1452,죽도,경북,포항시,경북 포항시 북구 대흥동 592-2,정,경상북도 포항시 북구 대흥동 592-2,129.36276162587146,36.036020135748906
1436,오태북삼,경북,칠곡군,경북 칠곡군 북삼읍 인평리 246-3,정,경상북도 칠곡군 북삼읍 인평리 246-3,128.34550926132653,36.0665333124944
1465,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7,정,경상남도 창녕군 남지읍 남지리 994-7,128.48070597004946,35.3918144241219
1425,가흥,경북,영주시,경북 영주시 가흥동 1881,정,경상북도 영주시 가흥동 1881,128.60610564966024,36.81244958864778
1444,오천,경북,포항시,경북 포항시 남구 오천읍 원리 913-2,정,경상북도 포항시 남구 오천읍 원리 913-2,129.40304607702936,35.96848501726971
1438,구룡포,경북,포항시,경북 포항시 남구 구룡포읍 구룡포리 742-1,정,경상북도 포항시 남구 구룡포읍 구룡포리 742-1,129.55022877004595,35.991949588688
1426,영주,경북,영주시,경북 영주시 휴천동 642-362,정,경상북도 영주시 휴천동 642-362,128.62072016742613,36.8144543212071
1409,원호,경북,구미시,경북 구미시 고아읍 원호리 442-2,정,경상북도 구미시 고아읍 원호리 442-2,128.33032535116584,36.15128263868748
1448,양학대이,경북,포항시,경북 포항시 북구 득량동 2-1,정,경상북도 포항시 북구 득량동 2-1,129.3507855339197,36.02571566743429
1458,경화,경남,창원시,경남 창원시 진해시 경화동 1199-2,대,경상남도 창원시 진해구,128.76879057659897,35.12428056621776
1446,교촌Togo화진,경북,포항시,경북 포항시 북구 송라면 지경리 337-10,정,경상북도 포항시 북구 송라면 지경리 337-10,129.37205001424118,36.25317973081867
1447,양덕(포항),경북,포항시,경북 포항시 북구 양덕동 1574,정,경상북도 포항시 북구 양덕동 1574,129.40023032710084,36.08286397723347
1427,중앙(영주),경북,영주시,경북 영주시 영주2동 536-15,정,경상북도 영주시 영주동 536-15,128.62444203095717,36.82182465810804
1430,완산문외,경북,영천시,경북 영천시 문외동 258-6,정,경상북도 영천시 문외동 258-6,128.93648643033927,35.97253927693546
1467,내동,경남,김해시,경남 김해시 내동 138-1,정,경상남도 김해시 내동 138-1,128.86324763101484,35.24406152362299
1451,장성,경북,포항시,경북 포항시 북구 장성동 1355-4,정,경상북도 포항시 북구 장성동 1355-4,129.38002898089422,36.06403976416571
1464,남양(창원),경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호,정,경상남도 창원시 성산구 가음동 7-2,128.6889634184426,35.20961348063755
1480,장평,경남,거제시,경남 거제시 장평동 274,정,경상남도 거제시 장평동 274,128.60822754176326,34.890519733735154
1459,고성(경남),경남,고성군,경남 고성군 고성읍 송학리 244-88,정,경상남도 고성군 고성읍 송학리 244-88,128.32672054514586,34.97764665381736
1440,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4,정,경상북도 포항시 남구 대도동 97-4,129.36335668010614,36.020876841729866
1441,도구청림,경북,포항시,경북 포항시 남구 동해면 도구리 694-3,정,경상북도 포항시 남구 동해면 도구리 694-3,129.44234343702723,35.98813430787653
1453,환호장량,경북,포항시,경북 포항시 북구 장성동 1378-3,정,경상북도 포항시 북구 장성동 1378-3,129.38570079327977,36.08285786432078
1424,영덕,경북,영덕군,경북 영덕군 영덕읍 덕곡리 162-1,정,경상북도 영덕군 영덕읍 덕곡리 162-1,129.36846286191005,36.412341137594034
1461,구산,경남,김해시,경남 김해시 구산동 275-8,정,경상남도 김해시 구산동 275-8,128.8729642046249,35.24834438741621
1445,효곡,경북,포항시,경북 포항시 남구 효자동 579-1 풍림아이원상가 107호,정,경상북도 포항시 남구 효자동 579-1,129.3400139690771,36.007012335502175
1463,남문,경남,창원시,경남 창원시 진해구 남문동 1246-4 (골든프라자),정,경상남도 창원시 진해구 남문동 1246-4,128.75352810579352,35.10645168224278
1462,금산(진주),경남,진주시,경남 진주시 중천리 192-3,정,경상남도 진주시 금산면 중천리 192-3,128.14823281031533,35.213334582858984
1473,덕계,경남,양산시,경남 양산시 덕계동 750,정,경상남도 양산시 덕계동 750,129.1495129485091,35.373031501271946
1442,송도,경북,포항시,경북 포항시 남구 해도동 25-28,정,경상북도 포항시 남구 해도동 25-28,129.3704655883698,36.02865637771558
1482,지세포,경남,거제시,경남 거제시 일운면 지세포리 1009-7,정,경상남도 거제시 일운면 지세포리 1009-7,128.70482224929773,34.82716396317341
1466,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11,정,경상남도 남해군 남해읍 서변리 160-11,127.89465441055466,34.835996217996495
1495,율하(김해),경남,김해시,경남 김해시 관동동 1106-5,정,경상남도 김해시 관동동 1106-5,128.81534522942601,35.17734043491014
1479,옥포(거제),경남,거제시,경남 거제시 옥포동 160-1,정,경상남도 거제시 옥포동 160-1,128.6949863926028,34.89048316363046
1456,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4,정,경상남도 창원시 의창구 북면 감계리 246-4,128.59320120543723,35.30087851529492
1474,도계명서,경남,창원시,경남 창원시 의창구 도계동 396-9,정,경상남도 창원시 의창구 도계동 396-9,128.63927067977409,35.25776543865608
1455,가호,경남,진주시,경남 진주시 호탄동 611-3,정,경상남도 진주시 호탄동 611-3,128.11562963605155,35.16349206740226
1439,남부(포항),경북,포항시,경북 포항시 남구 대도동 124-13,정,경상북도 포항시 남구 대도동 124-13,129.3652214827236,36.01464074630538
1468,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14,정,경상남도 창원시 마산회원구 내서읍 삼계리 35-14,128.50166451087733,35.23108036283365
1488,부원봉황,경남,김해시,경남 김해시 부원동 607-3,정,경상남도 김해시 부원동 607-3,128.88294397590204,35.227781259809674
1460,고현상동,경남,거제시,경남 거제시 고현동 406-18,정,경상남도 거제시 고현동 406-18,128.62770786023106,34.87981951850701
1477,수양,경남,거제시,경남 거제시 수월동 1120-14,정,경상남도 거제시 수월동 1120-14,128.64105154274242,34.893443214698884
1478,아주,경남,거제시,경남 거제시 아주동 1178-2,유,경상남도 거제시 아주동 1178-1,128.68788375815248,34.86485157407316
1457,거창1호,경남,거창군,경남 거창군 거창읍 대동리 697-5,정,경상남도 거창군 거창읍 대동리 697-5,127.91493966491541,35.69106783263462
1476,상문,경남,거제시,경남 거제시 상동동 913-2,정,경상남도 거제시 상동동 913-2,128.6316106473693,34.863489088417964
1497,장유1호,경남,김해시,경남 김해시 무계동 149-18,정,경상남도 김해시 무계동 149-18,128.80925085314587,35.20511967986143
1494,외동(김해),경남,김해시,경남 김해시 외동 1187-12,정,경상남도 김해시 외동 1187-12,128.8593333629596,35.2331423212744
1471,대원,경남,창원시,경남 창원시 이창구 대원동 96-1,대,경상남도 창원시 진해구,128.76879057659897,35.12428056621776
1510,물금,경남,양산시,경남 양산시 물금읍 범어리 2682-10,정,경상남도 양산시 물금읍 범어리 2682-10,129.01154178082098,35.33016224797612
1481,중곡,경남,거제시,경남 거제시 고현동 997,정,경상남도 거제시 고현동 997,128.629168286791,34.8941884460054
1489,삼계1호,경남,김해시,경남 김해시 삼계동 1479-4,정,경상남도 김해시 삼계동 1479-4,128.87129311209802,35.26180224113835
1470,대방,경남,창원시,경남 창원시 성산구 성주동 100,정,경상남도 창원시 성산구 성주동 100,128.71160301747761,35.203894913729656
1454,흥해,경북,포항시,경북 포항시 북구 흥해읍 옥성리 403-7,정,경상북도 포항시 북구 흥해읍 옥성리 403-7,129.3440155095047,36.10504990668375
1493,어방,경남,김해시,경남 김해시 어방동 523-2,정,경상남도 김해시 어방동 523-2,128.90485335964155,35.24498699643854
1483,거창1호,경남,거창군,경남 거창군 거창읍 대동리 697-5,정,경상남도 거창군 거창읍 대동리 697-5,127.91493966491541,35.69106783263462
1492,삼정,경남,김해시,경남 김해시 삼정동 590-1,정,경상남도 김해시 삼정동 590-1,128.894836143673,35.2313385915917
1475,고현상동,경남,거제시,경남 거제시 고현동 406-18,정,경상남도 거제시 고현동 406-18,128.62770786023106,34.87981951850701
1503,삼문상남,경남,밀양시,경남 밀양시 삼문동 717-11,정,경상남도 밀양시 삼문동 717-11,128.74966982937363,35.48295143578076
1472,대청,경남,김해시,경남 김해시 대청동 61-1,정,경상남도 김해시 대청동 61-1,128.79741384554532,35.19383519180884
1486,내동,경남,김해시,경남 김해시 내동 138-1,정,경상남도 김해시 내동 138-1,128.86324763101484,35.24406152362299
1491,삼방,경남,김해시,경남 김해시 삼방동 171-12,정,경상남도 김해시 삼방동 171-12,128.90649379518575,35.246582765604586
1512,상북,경남,양산시,경남 양산시 상북면 석계리 242-1,정,경상남도 양산시 상북면 석계리 242-1,129.05879234119317,35.41416310440864
1509,덕계,경남,양산시,경남 양산시 덕계동 750,정,경상남도 양산시 덕계동 750,129.1495129485091,35.373031501271946
1525,신안평거,경남,진주시,경남 진주시 신안동 439-7,정,경상남도 진주시 신안동 439-7,128.06856853844982,35.18393485085718
1496,율하2지구,경남,김해시,경남 김해시 장유동 834-8,정,경상남도 김해시 장유동 834-8,128.82585739665598,35.17258144460263
1485,구산,경남,김해시,경남 김해시 구산동 275-8,정,경상남도 김해시 구산동 275-8,128.8729642046249,35.24834438741621
1508,산청,경남,산청군,경남 산청군 산청읍 옥산리 249,정,경상남도 산청군 산청읍 옥산리 249,127.87287490987487,35.41189252867205
1504,동금,경남,사천시,경남 사천시 동금동 58-4,정,경상남도 사천시 동금동 58-4,128.0813751067612,34.93287224672275
1469,내일동,경남,밀양시,경남 밀양시 내이동 1566-6,정,경상남도 밀양시 내이동 1566-6,128.74664626417552,35.49939627048016
1490,삼계2호,경남,김해시,경남 김해시 삼계동 1415-5,정,경상남도 김해시 삼계동 1415-5,128.8635291235278,35.26879149831607
1501,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11,정,경상남도 남해군 남해읍 서변리 160-11,127.89465441055466,34.835996217996495
1507,사천,경남,사천시,경남 사천시 사천읍 수석리 293-23,유,경상남도 사천시 사천읍 수석리 293-22,128.08594280351596,35.079196418368475
1498,주촌,경남,김해시,경남 김해시 주촌면 천곡리 1381-14,유,경상남도 김해시 주촌면 천곡리 1397-14,128.83671768572358,35.23025869285593
1487,대청,경남,김해시,경남 김해시 대청동 61-1,정,경상남도 김해시 대청동 61-1,128.79741384554532,35.19383519180884
1518,평산,경남,양산시,경남 양산시 평산동 105-4,정,경상남도 양산시 평산동 105-4,129.15071839237845,35.38106514178911
1506,사남,경남,사천시,경남 사천시 사남면 월성리 64-3,정,경상남도 사천시 사남면 월성리 64-3,128.07546580441814,35.06261431414579
1524,상평,경남,진주시,경남 진주시 상평동 198-43,정,경상남도 진주시 상평동 198-43,128.11255229945274,35.17673305292248
1527,정촌,경남,진주시,경남 진주시 정촌면 예하리 1300-14,정,경상남도 진주시 정촌면 예하리 1300-14,128.102407351149,35.12578155009216
1511,삼성,경남,양산시,경남 양산시 북정동 885-12,정,경상남도 양산시 북정동 885-12,129.0431469891337,35.35902787081296
1540,창동산호,경남,창원시,경남 창원시 마산합포구 산호동 338-35,정,경상남도 창원시 마산합포구 산호동 338-35,128.5826964034907,35.208776739336706
1500,진영,경남,김해시,경남 김해시 진영읍 진영리 1629-2,정,경상남도 김해시 진영읍 진영리 1629-2,128.73558704371032,35.307963064773695
1523,상봉중앙,경남,진주시,경남 진주시 중안동 2-11,정,경상남도 진주시 중안동 2-11,128.08089390986217,35.19490739781788
1519,의령,경남,의령군,경남 의령군 의령읍 서동리 497-9,정,경상남도 의령군 의령읍 서동리 497-9,128.2598325930638,35.31909603699612
1505,벌용,경남,사천시,경남 사천시 벌리동 255-9,정,경상남도 사천시 벌리동 255-9,128.0855847138591,34.94013447766881
1484,고성(경남),경남,고성군,경남 고성군 고성읍 송학리 244-88,정,경상남도 고성군 고성읍 송학리 244-88,128.32672054514586,34.97764665381736
